house_id,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
M362,3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished
M363,3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
M364,3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
M365,3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished
M366,3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished
M367,3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
M368,3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
M369,3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished
M370,3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
M371,3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
M372,3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
M373,3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
M374,3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
M375,3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
M376,3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
M377,3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
M378,3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
M379,3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
M380,3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
M381,3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
M382,3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
M383,3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
M384,3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished
M385,3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
M386,3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
M387,3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
M388,3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
M389,3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
M390,3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
M391,3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
M392,3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
M393,3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
M394,3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
M395,3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
M396,3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
M397,3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
M398,3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
M399,3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
M400,3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
M401,3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
M402,3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
M403,3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
M404,3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
M405,3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
M406,3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
M407,3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
M408,3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
M409,3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
M410,3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
M411,3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
M412,3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
M413,3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
M414,3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
M415,3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
M416,3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
M417,3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
M418,3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
M419,3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
M420,3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
M421,3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
M422,3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
M423,3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
M424,3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
M425,3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
M426,3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished
M427,3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
M428,3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
M429,3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
M430,3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
M431,3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
M432,3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
M433,3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
M434,3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
M435,3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
M436,3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
M437,3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
M438,3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
M439,3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
M440,3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
M441,3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
M442,3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
M443,3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
M444,3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished
M445,3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
M446,3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
M447,3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
M448,3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
M449,3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
M450,3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
M451,3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
M452,3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
M453,3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
M454,3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
M455,3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
M456,3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
M457,3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
M458,3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
M459,3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
M460,3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
M461,3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
M462,3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
M463,3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
M464,3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
M465,3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
M466,3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
M467,3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
M468,3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
M469,3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished
M470,3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
M471,3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
M472,3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
M473,3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
M474,2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
M475,2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
M476,2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
M477,2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
M478,2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
M479,2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
M480,2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
M481,2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished
M482,2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
M483,2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
M484,2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
M485,2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
M486,2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
M487,2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
M488,2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
M489,2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
M490,2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
M491,2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished
M492,2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
M493,2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished
M494,2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
M495,2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
M496,2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
M497,2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
M498,2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
M499,2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
M500,2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
M501,2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
M502,2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
M503,2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
M504,2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
M505,2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
M506,2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
M507,2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
M508,2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
M509,2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
M510,2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
M511,2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
M512,2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished
M513,2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
M514,2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
M515,2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
M516,2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
M517,2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
M518,2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
M519,2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
M520,2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
M521,2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
M522,2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished
M523,2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished
M524,2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
M525,2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
M526,2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
M527,2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
M528,2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
M529,2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
M530,2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
M531,2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
M532,2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
M533,2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
M534,2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
M535,2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
M536,1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
M537,1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
M538,1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
M539,1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
M540,1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
M541,1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
M542,1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
M543,1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished
M544,1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
